message,label
我咨询你们官网的活动,17
g331661390,4
3800的流水了呢妹妹,10
有人吗？,4
转人工,25
我打PT打那么久反水怎么都没有啊,11
就送免费游戏那个进不去,19
买币端口关闭,4
本来都免费了4次了中了有400多卡主了，就退出来再进就这样了,18
LH8309131,4
已经注册好了,25
转人工,25
提现问题,2
转人工,25
充值没到账,1
给我查下 天生赢家活动,18
转人工,25
"申请短信特邀彩金
",9
"moxie333
没有到账",1
好了吗？,21
13074880095,4
就是登录了然后提示我要换旧密码，然后我是手机验证码登录的，旧密码忘了我下了在就登录不上了,3
469,4
你好，为什么取款一直在审核？,2
cj520,4
LH338089,4
优惠转人工,18
提现2小时了。  没到账呀,2
估计要倒闭了,4
kk570902,4
能明白吗小姐姐？,4
短信特邀,9
在论坛嘛,17
我手机号登录了,17
我提款了两次都失败怎么回事,2
yb080213,4
我要申请108彩金,18
美女，我的生活礼金怎么没有，帐号abcd999999，请帮我解决一下,18
谢谢小姐姐,4
提现有限制吗,17
我等会儿发火了哈,4
不久吗,4
13087890600,4
转人工,25
他说叫我拍身份证，我没有,4
你好怎么领取,18
提现问题,2
游戏进不去,19
怎么样了,1
申请好了告诉我,18
麻烦帮我找回密码,3
一款有什么问题吗？为什么会退回来？,2
liu585858min,4
网站是多少,17
没错啊,4
到底谁是我的专属客服,25
还有我买的小电影也不能看了,15
转人工,25
网银转账未到账,1
充值没到账,1
亲，专属客服今天没上班,25
zd15351,4
从龙8账户转到pt账户后，金币找不到了,5
转人工,25
虚拟币、第三方存款送现金1%最高1888,1
提现没到账,2
AG在维护还是？,20
yj334443,4
maozhiwei1  15895035707  2480134760 毛志伟   ,4
一天了提现显示已执行，但是没到账,2
收到邮件,18
网页上不可以玩还是怎么？,17
一天了,4
我已经提交了,1
存款未到账,1
出款还是待审核啊,2
怎么我这个账号有存过款。怎么什么优惠都没有？,18
yb746944,4
wjf1981,4
红包咨询,9
你是在日批迈？话都不回复,4
新会员存款赠送118,18
邮件/邮箱/短信收到的优惠,18
刚才查询的存款到账了么？,1
系统繁忙是什么意,5
最近查到我了，所以的休息一段时间,21
就是以前平台代理的那种充值,25
客服姐姐,25
就是说我用这个怎么登陆不上去,17
小姐姐好敷衍我哦,4
都给我停了怎么充值啊,1
APP下载地址发给我,15
短信说凭截图领取88,18
转人工,25
qm668981,4
你好，现在不能充值嘛,1
到账可能就90几块钱,1
你们应该在app内装一个内置浏览器,17
"a709278467@qq.com
",4
这个单子绝对没有超时。，就是没到账,1
"我刚才绑定这个就是邮政银行卡啊
",6
好了没,21
邮件/邮箱/短信收到的优惠,18
我的款还在里面呢,2
不好意思 290这一章 ,1
ghf1012,4
USDT,4
我记得密码但是无法登录,3
特别的焦急,18
账号问题,4
好了没啊？,21
为什么充值提交了没,1
短信邀请用户注册送彩金吗,18
hhmf99,4
负利红包,9
实在不行不能退回本金吗,2
"速度核实添加
",2
情满中秋，如月而至,18
转人工,25
自己的银行卡被冻结了,4
手机号13008081048,4
有半个月了,2
官网问题转人工,25
提款未到账,2
如果你们转运红包是几百块这么抠我都可以理解 我猜最多八块十块吧,9
说的送168,4
短信特邀,9
qq5664515,4
好了吗,21
还得打体育么还是别的,17
为什么我充值一百只有86,1
你们不是推荐火狐吗,16
要求电话客服,25
人工,25
现在要转回礼金帐号 可以吗,5
打回刚充值账号,1
我想找人工客服,25
你审核什么东西,2
这个没有看到优惠券在哪呀,9
刚刚注册好,7
说是这个,17
11700+4800,4
拜拜,4
还有，不要发短信过来,18
为什么显示支付宝扫码存款风控,1
5032109069kzbihov,4
You look,4
问清楚下 别出不了款,2
充值未到账,1
需要多久,21
体验金都没有,7
转人工,25
套路太深了,4
人工,25
优惠券,9
短信188,18
介绍一下。,16
出款快点,2
w6945305,4
没有银行卡充值渠道吗,1
专属客服几点能上线？,25
活动/彩金/礼品/优惠券遇到异常,18
网银,1
你换个人来可以吗,1
19952385618,4
剩下还没到,1
你们下载aqq赠送88吗,18
转人工,25
重新注册,25
人民币存款存不了,1
帮我看下怎么回事,1
取消提现,2
转人工,25
红包优惠券还要充值吗,9
连杀我18抢，还有这种事情的,18
yb2346756,4
caiqi999,4
回个信息要半年,22
提现老是被取消了,2
那刚刚充值的250能参加那一种呢？,1
领取118幸福来敲门彩金,18
别以为我上头，丢我这个也无所谓就继续好了,18
你看下,4
没有网银存款的选项,1
9点34的时候,4
"这短信是什么意思？
",18
转人工,25
q7210015提款未到账,2
转人工,25
你自己看吧，这是昨晚上到现在输的,1
充值未到账,1
负盈利红包,9
这个如何申请,18
13111896667,4
guo888,4
如何联系专属客服,25
转人工,25
我根本没收到,1
人工,25
网站打不开,17
账号13038786531,4
新人任务，福利多多、惊喜不断,18
老虎机一下打不开,19
提款审核这么久是要黑我了吗,2
微信冲100？ 你特么逗我？,1
支付宝扫码口令红包未到账,1
查到了吗,21
麻烦你看下,1
这是什么活动？,18
一个通道都没有，你听得懂吗,20
李浩 18324166667,4
充值问题,1
qy836598,4
帐号密码问题,25
L8284522,4
我没有邮箱需要怎么绑定,22
我都试过了 ,4
q333351,4
zcx199724,4
查到了吗,21
一千流水都打不到,10
体验金8-88领取成功后未到账,7
多久呀,21
B814922没到帐,1
whd6677,4
qq45082r,4
亲帮忙催下下,4
zkramw,4
等待IM回复吗,4
你查看一下收到了吗,21
充值没有到账,1
没用,4
roy888,4
现在咋什么也充值不了,1
怎么领取彩金？,18
然后就能送？,1
数字账号那个能用,4
这个,17
香播播,4
优惠转人工,18
李运动,4
电话是13696918019,22
是这个,17
是l还是1都试了搜不到,1
怎么操作,4
你从20号给我拖到现在了。就1000块钱，直接给我把分上了不行吗,18
nbsp; 麻烦了呢 nbsp;,1
13520421763,4
你们给我打电话说有108可以领怎么领,18
caiyu1314,4
q5643567,4
转人工,25
等到天亮？？,4
能不能把钱退回来，不提款了,20
LH675291,4
存款没到账,1
还没好充值那个,1
充值100不是有送个108怎么弄呢！,1
你好，我的充值还没到账,1
客服没有在线,25
发个苹果手机下载链接，我的账号能参与充值送活动吗,18
领取彩金,18
转人工,25
刚才还够了 现在又不够了？,1
没有写DG真人哦,2
查询好了吗,21
L80910,4
gzq2020,4
13074244125,4
都半个小时了,2
专属很难找,25
显示在线那个客服，打字给它就是不回,25
存了2999.83,4
户内转账未到账,5
优惠转人工,18
q331991,4
充值未到账,1
转人工,25
我之前试过提款好多次,2
你帮我看看,4
诚信为本，跟我玩什么文字游戏？,4
转人工,25
提款多久到呀？,2
点不开,19
28818531013注单号,1
我只有坦白,4
领取特邀彩金,9
可以其它方式入会不,1
申请转运红包,9
提现未到账,2
提现多久到账,2
好了没,21
500多的救援金是假的吗,8
短信邀请注册送188,7
就没到显示卡号的页面,1
转人工,25
游戏问题,19
咋处理了,21
转人工,25
转人工,25
18983252140,4
都上不去,19
USDT(泰达币)小知识,4
充值未到账,1
上面写着,19
到账，我几个小时了，还没有到账的吗 ,1
我肯定求你这最后最后一次,25
申请转运红包,9
怎么通道都关闭了,20
账户15029230987,4
等着充值  就这么慢,1
转人工,25
还是充值活动？,18
我这边已经转出成功了,5
支付宝可以么,1
youwu5213,4
显示的充值渠道看不懂,1
现在符合活动要求没?,18
还没有审核？,2
我服,4
充值沒到账,1
你好 账号a737420,4
客服，快捷支付没到账。账号ptpt456，存款人彭涛,1
18227041214,4
能查到吗,21
是的，显示待审核,2
18370746378,4
好了吗？,21
救援金如何计算,8
什么时候完毕,4
15898558951,4
转人工,25
台子有个骷髅头的游戏是什么,19
存款 没到账,1
您好帮我查询了吗取款1379159678,2
我在注册,7
短信特邀彩金,9
转人工,25
转人工,25
mww521314,4
hu838485,4
能帮我激活么,18
查询今年总输赢,21
你好，麻烦你查一下我账号提款显示已审核好久了，一直没到账,2
LH8212393,4
转人工,25
死狗,4
我是xiaohuo520,4
忘记登录密码,3
转人工,25
jht520,4
转人工,25
麻烦尽快,1
帮我查一下这个订单,1
还是说15号结束后统一发货,18
我都打了上万的流水了,10
下了500快一个小时怎么没到账,1
转人工,25
特邀首充有什么优惠,9
wrm983,4
17802102673,4
"好了吗
",21
存了一百,2
人工能冲吗,25
速度点嘛,2
如何充值100,1
怎么回事。 到账这么慢,1
存款未到账,1
不明白,4
等了十多分钟了,4
李博文,4
别的游戏不卡,19
收到短信截图短信188,18
是什么情况让你们处理这么久？,21
不知道怎么回事 拼音打不上,21
龙城棋牌进不去,19
又维护多久啊,20
那怎么办？好不容易有时间来玩电话存送,18
账号：Qaw775885,4
没有100的充值通道吗,1
17674316477,4
凭此信截图1 0 8，搞A、G栢休育，齐鎃，T宽1稳冈 ： pt133.cc  近 x,25
a101622,4
提款了没收到钱,18
啥意思,4
这次没发错吧,21
还要下载？,15
18609955626,4
我是领了之后才玩的，有问题吗？,19
188的优惠卷是需要一次性存款300么,1
转人工,25
看不懂中文吗,4
体验金18-88元,7
送88,18
qw594320存款5000,1
转人工,25
嗯，L8011929,4
哑巴啦？,4
是怎么回事啊？，没提过钱,1
赠送彩金吗,18
现在叫别人帮忙充一下钱都不可以吗？,1
亲～千亿体育官方网址为qian66.cc，qian66.vip，qy8bet66.com,17
如何户内转账?,5
开启的这个支付宝扫码并不是直接支付宝扫码。需要网银转账,1
你问我遇到啥子问题，,19
账号16631200426,4
多长时间能充？,4
13970891946 提现都一个小时了 怎么还在审核,2
转人工,25
他让我去处理，如果咱们这边解决的话，我就不去冻结单位了,21
忘记提现密码,2
好了吗,21
18703150388,4
15217348250,4
问题是我钱被困在千亿体育,19
提现半天没到账,2
"然后到时候我还得重新等
",1
那我要换手机号怎么换,4
转人工,25
转人工,25
转人工,25
修改绑定手机,22
有你们发的短信送188吗,18
我的账号密码忘了,4
显示,1
已经注册好了,25
L888666996,4
qq970291,4
能不能快点,21
转人工,25
en效率太差了,4
转人工,25
半小时了,1
"s12133<br />
成家强<br />
<br />",7
q658926,4
优惠问题,18
lijimeng,4
我收到短信注册送66彩金,7
现在咋办？,4
红包咨询,9
输了好几万了,4
朋友,16
15696665785,4
主账户转了3个50到欢乐棋牌，但是欢乐棋牌没有钱,1
丁建亮,4
那我存一百到账89怎么弄,1
你好，我存款2000没到账,1
所以银行卡钱取不出来了,6
怎么回事呀,1
z958410,4
hyj169036,4
那发短信给我说88啥意思？,18
刘亮伟,4
18885646581,4
转人工,25
充值问题,1
还没注册,7
支付成功了！！！,1
这个要打多少流水呢,10
 存款没到账,1
"怎么回事
",1
转人工,25
17637541016,4
提现问题,2
输了几千了没有救援金的记录,8
哦，我怕不一样到不了账,1
转人工,25
好 等下查,4
小金库怎样下载啊,15
不一致,6
请问我申请了一笔提款，怎么一直没有人审核了，麻烦处理下，谢谢，lt030964,2
请问有什么优惠没,18
转人工,25
帐号l774862提款为什么还没有到账呢？,2
as133755,4
她是专属客服,25
千亿体育怎么打不开,19
短信特邀不是送彩金吗？,9
有一少部分能打开,19
什么活动,18
462250909@qq.com,4
现在提款都这么慢的吗,2
Sy04551，300没到账,1
账号,4
领优惠,18
知道了,1
转人工,25
怎么现在到账都要查啊,1
转人工,25
大概要多久,21
以后就玩不了了,19
畅玩DT享双倍返水,11
已经2个小时了,21
好的，怎么登录,17
通过了没,4
"存款人张寅
yb929623",4
优惠转人工,18
玩这一套,4
没有显示几点,1
手机号是13883999151,4
cyk1218cyk,4
15014092887,4
18200338358,4
"申请特邀注册彩金18
",7
免费还是要充值,1
我现在是游戏账户，里面有资金，我要你帮我转到主账户，我才能去玩，因为那个PT游戏我进不去,5
那现在专属客服不在就没有办法申请优惠哦,18
新用户100送100？,18
领红利,18
短信特邀彩金,9
麻烦您给办理一下,1
申请首存168,12
"
你好 首次用虚拟币提款 fu3314 ",2
转人工,25
电话还没有过来哦,22
曾祥超 注册电话15700685235,22
转人工,25
还有提现一直审核中,2
申请转运红包,9
我以前都玩过了,4
我注册成功了,25
18223326780,4
18723738917,4
从新发个网址过来,17
好吧，太麻烦了,1
邮件/邮箱/短信收到的优惠,18
没法截图nbsp; 就是进不去,25
13807543871,4
9点左右,4
申请转运红包,9
131455wyl,4
aa173231,4
我的银行卡让冻结,4
我还以为审核成功就立马到账了,2
L8468192,4
还没注册,7
yude573,4
"充不进去
",1
刘玉兰,4
那个算用了，这个补个优惠券，立时就补也能理解，补入还过了好几天，谁放的住钱等你这个优惠券,9
美女,4
最低充值金额限制,1
提现冻结了,4
转人工,25
其他红包(充值红包),9
I’m体育打不开丫,19
我这个就算给你提供了 你还要多少截图？,25
在哪里领彩金啊,18
存款没到账，qiqiilove,1
喔回信息了,18
速度处理一下谢谢了,21
账号richiecheng姓名程宏存款未到账,1
lsm3989,4
"就是网页打不开，你们网址经常打不开
",17
为啥子提现两个小时了。还是没有到账,2
你处理的结果呢,21
转人工,25
https://play1.dreamtech8.net/publishr/gamestart.php?slotKey=03cdade738308dfb8bd6f1d3f3fd6298language=zh_CNgameCode=dragonballisfun=0type=nullclientType=0gameName=%E8%B5%9B%E4%BA%9A%E7%83%88%E6%88%98closeUrl=nullslotKey0=31eb17f8d43ae1c79053b24d7265b2b8jumpType=0,4
你们要是支持CGP钱包或者购宝钱包就好了,1
13965056750,4
我银行卡被冻结,4
什么意思啊，提款五个小时了还审核？,2
官网APP下载,15
如何充值USDT(泰达币),1
吴坤,4
188？,18
fgggg1010,4
网银转账未到账,1
今天早上起床一查不够啊,1
提现没到账,2
ume下载地址多少,15
转人工,25
至少,4
a927933067,4
怎么咨询,4
yb273618,4
转账成功了啊,5
都不行,1
